user_id,product_type_id,isbn13,name,author,author_details,book_edition,cat_id,price,discount,delivery_charge,quantity,no_of_pages,weight,book_language,image,publisher,publishing_year,publishing_role_id,currency_code,country_code,description,book_binding,status,slug,created_at
15,1,9780198787358,The Biology Of Coral Reefs 2E P,"Sheppard, Charles;",N/A,23-11-17,93,4127,20,,10,384,686g,English,9780198787358.jpg,OUP Oxford ,23-11-17,2012,INR,IND,,Paperback,1,the-biology-of-coral-reefs-2e-p,2021-12-19 17:15:10
15,1,9780198787372,Retirement System Risk Management,Mitchell Et Al,N/A,13-10-16,93,7350,20,,10,242,480g,English,9780198787372.jpg,OUP Oxford ,13-10-16,2012,INR,IND,,Hardcover,1,retirement-system-risk-management,2021-12-19 17:15:10
15,1,9780198787501,Marine Geochemistry,Barman &  Jeandel,N/A,08-09-16,93,3674,20,,10,432,820g,English,9780198787501.jpg,OUP Oxford ,08-09-16,2012,INR,IND,,Paperback,1,marine-geochemistry,2021-12-19 17:15:10
15,1,9780198787723,Company Law In Practice 12E Bm:Ncs P,The City Law School,N/A,14-12-17,93,4027,20,,10,264,656g,English,9780198787723.jpg,OUP Oxford ,14-12-17,2012,INR,IND,,Paperback,1,company-law-in-practice-12e-bmncs-p,2021-12-19 17:15:10
15,1,9780198787754,From Random Walks Random Matrices Ogt C,Zinn-Justin,N/A,27-06-19,93,5840,20,,10,544,1kg 170g,English,9780198787754.jpg,OUP Oxford ,27-06-19,2012,INR,IND,,Hardcover,1,from-random-walks-random-matrices-ogt-c,2021-12-19 17:15:10
15,1,9780198787792,The Oxford Handbook Of Creative Industries P,"Edited By Jones, Lorenzen & Sapsed",N/A,05-10-17,94,3021,13,,10,576,984g,English,9780198787792.jpg,OUP Oxford ,05-10-17,2012,INR,IND,,Paperback,1,the-oxford-handbook-of-creative-industries-p,2021-12-19 17:15:10
15,1,9780198787938,Random Tensors,Gurau,N/A,06-10-16,93,7552,20,,10,344,410g,English,9780198787938.jpg,OUP Oxford ,06-10-16,2012,INR,IND,,Hardcover,1,random-tensors,2021-12-19 17:15:10
15,1,9780198788010,Everyday Cryptography 2E P,Martin,N/A,08-06-17,93,4127,20,,10,720,1kg 190g,English,9780198788010.jpg,OUP Oxford ,08-06-17,2012,INR,IND,,Paperback,1,everyday-cryptography-2e-p,2021-12-19 17:15:10
15,1,9780198788140,Big Data & Competition Policy P,"Stucke,Grunes",N/A,09-06-16,93,4580,20,,10,400,610g,English,9780198788140.jpg,OUP Oxford ,09-06-16,2012,INR,IND,,Paperback,1,big-data-competition-policy-p,2021-12-19 17:15:10
15,1,9780198788409,From Classical To Quantum Fields P,"Baulieu, Iliopoulos",N/A,02-02-17,93,5337,20,,10,950,1kg 710g,English,9780198788409.jpg,OUP Oxford ,02-02-17,2012,INR,IND,,Paperback,1,from-classical-to-quantum-fields-p,2021-12-19 17:15:10
